day(UT),time(UT), mjd(day), sol(deg), ra(deg), ra sd(deg), de(deg), de sd(deg), vg(km/s), vg sd(km/s), a(AU), a sd(AU), 1/a(1/AU), 1/a sd(1/AU), q(AU), q sd(AU), e, e sd, peri(deg), peri sd(deg), node(deg), incl(deg), incl sd(deg), amag, dur(sec), lng1(deg), lat1(deg), H1(km), lng2(deg), lat2(deg), H2(km), L(km), Nrstar, Qc(deg), Ncam,  Er(deg), Ncam_org, Er_org (deg), Shower, dr, dv, dd, ZF, NightTime(hour), ZHR, 
2023/08/25, 18:07:37,60181.75529,151.9709,88.066,0,0.148,0,62.419,0,18.195,0,0.055,0,0.643,0,0.9646,0,285.0399,0,331.9708,131.8789,0,-0.5,0.334,137.3165,37.6902,108.8,137.1014,37.7376,101.5,21.3,89,61.3,3,0,3,0, spo,-1,-1,-1,2.945,7.63,0.3859,
2023/08/25, 18:08:36,60181.75598,151.9716,42.989,0,20.268,0,64.473,0,2.386,0,0.4192,0,0.733,0,0.6926,0,250.7788,0,151.9732,172.8444,0,1,0.117,137.707,36.2567,108.8,137.6788,36.274,101.3,8.2,140,61.2,2,0,2,0, spo,-1,-1,-1,1.091,7.77,0.1404,
2023/08/25, 18:08:56,60181.75621,151.9718,60.336,0,6.365,0,68.463,0,8.195,0,0.122,0,1.004,0,0.8775,0,9.6832,0,331.9714,155.8501,0,-2.7,0.217,138.1522,37.6453,107.8,138.0524,37.6988,97.1,15.2,33,48.2,2,0,2,0, spo,-1,-1,-1,1.424,7.64,0.1864,
2023/08/25, 18:09:11,60181.75639,151.972,56.67,0,-2.508,0,63.269,0,2.938,0,0.3404,0,0.944,0,0.6786,0,33.1984,0,331.9717,140.5995,0,-0.2,0.267,137.099,36.6735,111.5,136.9952,36.7529,100.5,17,99,34.9,2,0,2,0, spo,-1,-1,-1,1.554,7.72,0.2011,
2023/08/25, 18:09:43,60181.75676,151.9723,44.969,0,42.964,0,54.78,0,1.121,0,0.8918,0,0.872,0,0.2226,0,255.8824,0,151.9725,130.9153,0,-0.1,0.15,140.0472,36.6756,107.5,140.0249,36.6655,99.3,8.5,56,61.2,2,0,2,0, spo,-1,-1,-1,1.041,7.73,0.1346,
2023/08/25, 18:10:56,60181.7576,151.9732,51.094,0,2.668,0,71.471,0,-3.269,0,-0.3059,0,0.905,0,1.277,0,35.5239,0,331.9727,153.2446,0,-2.3,0.167,142.7347,34.4725,108.1,142.6842,34.5261,98.2,12.6,153,8.6,2,0,2,0, spo,-1,-1,-1,1.265,7.92,0.1597,
2023/08/25, 18:10:59,60181.75764,151.9732,59.427,0,16.285,0,2918.361,0,0,0,-9406.2451,0,1.011,0,9506.624,0,1.297,0,331.9705,175.8614,0,-8.4,0.3,145.5769,32.0195,8055.3,142.8706,33.0841,7019,1203.4,140,18.3,2,0,2,0, spo,-1,-1,-1,1.15,8.03,0.1431,
2023/08/25, 18:11:12,60181.75778,151.9733,90.044,0,2.184,0,61.288,0,7.322,0,0.1366,0,0.558,0,0.9238,0,273.8545,0,331.9731,133.3096,0,0.6,0.267,137.1875,34.6863,110.5,137.0261,34.7145,104.5,16.5,93,11.8,2,0,2,0, spo,-1,-1,-1,2.806,7.9,0.3551,
2023/08/25, 18:11:13,60181.75779,151.9733,94.805,0,1.99,0,59.125,0,6.831,0,0.1464,0,0.44,0,0.9355,0,260.3667,0,331.9732,127.6708,0,0.6,0.133,137.105,34.6932,105.7,137.0198,34.7045,103.2,8.4,90,56.2,2,0,2,0, spo,-1,-1,-1,3.428,7.9,0.4337,
2023/08/25, 18:11:13,60181.75779,151.9733,77.212,0,40.033,0,64.135,0,3.896,0,0.2567,0,0.759,0,0.8051,0,116.2287,0,151.9736,146.9691,0,-1,0.217,137.6074,37.8055,108.2,137.5093,37.7767,97.3,14.3,80,41.5,2,0,2,0, spo,-1,-1,-1,1.324,7.63,0.1735,
2023/08/25, 18:14:29,60181.76007,151.9755,62.961,0,53.648,0,368.962,0,-0.008,0,-131.9002,0,0.999,0,132.828,0,171.3653,0,151.9758,145.0603,0,-4.3,0.133,130.6909,35.4449,661,130.4896,35.2813,622.3,48,106,86.4,2,0,2,0, spo,-1,-1,-1,1.241,7.85,0.158,
2023/08/25, 18:14:34,60181.76012,151.9756,24.465,0,-27.028,0,47.177,0,10.539,0,0.0949,0,0.43,0,0.9592,0,100.0111,0,331.9756,79.5269,0,0.3,0.4,138.9901,33.9719,94.7,138.9946,34.1212,85.1,19.4,60,17.9,2,0,2,0, spo,-1,-1,-1,1.999,7.95,0.2514,
2023/08/25, 18:20:48,60181.76445,151.9798,49.024,0,15.569,0,69.821,0,26.622,0,0.0376,0,0.895,0,0.9664,0,39.9485,0,331.9772,175.593,0,-1,0.217,137.5391,36.5188,110.9,137.478,36.5597,97.8,15,58,87,7,0,7,0, spo,-1,-1,-1,1.145,7.74,0.1479,
2023/08/25, 18:21:01,60181.7646,151.9799,58.406,0,45.663,0,64.014,0,4.284,0,0.2334,0,0.999,0,0.7667,0,166.8732,0,151.9801,136.7002,0,-0.7,0.167,140.931,36.3309,111.9,140.8902,36.31,101.7,11.1,102,86.6,3,0,3,0, spo,-1,-1,-1,1.092,7.76,0.1406,
2023/08/25, 18:21:44,60181.7651,151.9804,36.134,0,7.237,0,61.134,0,2.527,0,0.3957,0,0.433,0,0.8287,0,105.1629,0,331.9797,164.1575,0,-1.6,0.417,135.5179,37.031,107.6,135.4566,37.1477,84.2,27.4,63,2.7,2,0,2,0, spo,-1,-1,-1,1.172,7.69,0.1524,
2023/08/25, 18:22:22,60181.76554,151.9808,41.932,0,4.389,0,49.653,0,0.818,0,1.2231,0,0.234,0,0.7133,0,147.6612,0,331.9805,148.8061,0,1.2,0.167,138.8564,34.7231,101.7,138.8349,34.7584,94.7,8.3,98,20.5,2,0,2,0, spo,-1,-1,-1,1.188,7.9,0.1504,
2023/08/25, 18:23:25,60181.76627,151.9815,38.764,0,-7.931,0,175.482,0,-0.041,0,-24.2622,0,0.865,0,21.9784,0,31.9169,0,331.9812,150.0871,0,-3.9,0.267,132.8793,32.5661,446.4,132.7467,32.8166,412,47.3,60,77.3,2,0,2,0, spo,-1,-1,-1,1.375,8.06,0.1707,
2023/08/25, 18:31:04,60181.77158,151.9866,40.372,0,22.395,0,66.441,0,5.056,0,0.1978,0,0.737,0,0.8542,0,245.6561,0,151.9875,167.5981,0,-1.4,0.217,140.2255,37.2559,110.1,140.2016,37.2886,95.7,15,20,65,3,0,3,0, spo,-1,-1,-1,1.044,7.67,0.136,
2023/08/25, 18:32:57,60181.77289,151.9879,44.617,0,-2.649,0,61.33,0,2.847,0,0.3513,0,0.656,0,0.7696,0,78.8764,0,331.9876,141.6116,0,-2.3,0.433,140.4856,34.6955,113.3,140.4229,34.8371,92.1,27.2,84,47.4,6,0,6,0, spo,-1,-1,-1,1.283,7.89,0.1626,
2023/08/25, 18:34:20,60181.77385,151.9888,45.716,0,7.455,0,68.788,0,-32.971,0,-0.0303,0,0.793,0,1.024,0,54.9956,0,331.9882,162.4865,0,1.2,0.3,139.6099,34.8152,114.6,139.5554,34.8972,96.3,21.1,77,75,4,0,4,0, spo,-1,-1,-1,1.156,7.89,0.1466,
2023/08/25, 18:34:39,60181.77406,151.989,46.142,0,45.524,0,64.941,0,14.167,0,0.0706,0,0.993,0,0.9299,0,195.7302,0,151.9892,133.7361,0,-1.6,0.133,136.339,36.5575,105.9,136.3185,36.5437,97.5,8.8,57,37.2,3,0,3,0, spo,-1,-1,-1,1.042,7.74,0.1345,
2023/08/25, 18:35:27,60181.77463,151.9896,67.776,0,38.818,0,66.133,0,4.538,0,0.2204,0,0.927,0,0.7957,0,144.3578,0,151.9899,149.902,0,0.9,0.133,137.6987,36.1998,107.9,137.6499,36.188,99.8,9.4,124,57.7,2,0,2,0, spo,-1,-1,-1,1.154,7.78,0.1485,
2023/08/25, 18:36:19,60181.77523,151.9902,100.946,0,44.122,0,54.342,0,2.443,0,0.4093,0,0.313,0,0.8719,0,61.1771,0,151.9903,120.2829,0,0.3,0.267,140.1754,36.0934,106.5,140.0669,36.0402,97,14.9,116,52.3,2,0,2,0, spo,-1,-1,-1,1.59,7.79,0.2042,
2023/08/25, 18:36:50,60181.77558,151.9905,30.753,0,55.028,0,57.033,0,5.23,0,0.1912,0,0.95,0,0.8184,0,209.9444,0,151.9906,110.695,0,-1.8,0.267,136.5115,35.6817,104.1,136.5083,35.6354,89.2,15.7,76,75.3,5,0,5,0, spo,-1,-1,-1,1.06,7.82,0.1354,
2023/08/25, 18:37:49,60181.77626,151.9911,327.378,0,44.32,0,35.249,0,11.399,0,0.0877,0,0.751,0,0.9341,0,242.0845,0,151.991,52.0387,0,-1.9,0.817,134.5077,34.2078,95.8,134.7021,34.1068,74.6,30.1,55,12.5,2,0,2,0, spo,-1,-1,-1,1.415,7.95,0.178,
2023/08/25, 18:39:28,60181.77741,151.9923,58.017,0,35.641,0,67.327,0,4.819,0,0.2075,0,1.009,0,0.7905,0,175.5794,0,151.9927,153.7264,0,0.4,0.1,136.4375,35.0418,109.5,136.4092,35.0377,103.2,6.8,93,51.8,2,0,2,0, spo,-1,-1,-1,1.088,7.88,0.1381,
2023/08/25, 18:39:41,60181.77756,151.9924,61.799,0,19.778,0,153.828,0,-0.065,0,-15.4601,0,1.01,0,16.6192,0,358.0928,0,331.9841,178.6256,0,0.6,0.2,136.5639,34.6632,102,136.4189,34.7055,78.8,27.2,123,80,2,0,2,0, spo,-1,-1,-1,1.177,7.9,0.149,
2023/08/25, 18:40:52,60181.77839,151.9932,42.322,0,45.89,0,59.065,0,2.051,0,0.4877,0,0.951,0,0.5364,0,213.9241,0,151.9934,128.4225,0,0.5,0.167,136.9074,36.3629,103.2,136.8919,36.3474,93.5,9.9,105,77.2,2,0,2,0, spo,-1,-1,-1,1.027,7.76,0.1323,
2023/08/25, 18:40:55,60181.77842,151.9932,52.95,0,-5.752,0,65.772,0,-428.251,0,-0.0023,0,0.899,0,1.0021,0,38.7621,0,331.993,137.2851,0,-0.8,0.334,137.3972,36.1039,108.2,137.2889,36.2514,89.7,26.8,87,84.2,6,0,6,0, spo,-1,-1,-1,1.447,7.77,0.1863,
2023/08/25, 18:42:23,60181.77943,151.9942,53.398,0,34.468,0,60.708,0,1.357,0,0.737,0,0.991,0,0.2696,0,204.833,0,151.9946,151.9502,0,1,0.133,136.8755,36.0408,106.9,136.8445,36.0399,98.3,9,123,44.6,2,0,2,0, spo,-1,-1,-1,1.055,7.79,0.1355,
2023/08/25, 18:43:02,60181.7799,151.9947,75.648,0,-1.588,0,63.795,0,5.035,0,0.1986,0,0.909,0,0.8194,0,320.9889,0,331.9944,136.2799,0,0.5,0.234,136.2569,35.0608,112.6,136.14,35.1186,103.9,15.4,2,18.9,2,0,2,0, spo,-1,-1,-1,1.768,7.87,0.2247,
2023/08/25, 18:46:16,60181.78213,151.9968,79.591,0,47.064,0,63.78,0,15.396,0,0.065,0,0.771,0,0.9499,0,120.8519,0,151.997,134.3224,0,-2.4,0.267,136.9214,38.227,111.8,136.8235,38.1824,97.6,17.4,47,46.3,2,0,2,0, spo,-1,-1,-1,1.23,7.59,0.1621,
2023/08/25, 18:47:35,60181.78305,151.9977,44.573,0,17.464,0,69.534,0,-968.299,0,-0.001,0,0.821,0,1.0008,0,231.3195,0,152.0096,179.0435,0,-1.8,0.15,140.2789,36.4178,112,140.2615,36.4476,101.9,10.7,88,84.6,2,0,2,0, spo,-1,-1,-1,1.067,7.75,0.1377,
2023/08/25, 18:54:10,60181.78762,152.0021,65.591,0,15.937,0,85.215,0,-0.639,0,-1.5638,0,1.002,0,2.5672,0,351.1497,0,332.0008,171.5266,0,-1.5,0.184,138.7333,37.7155,107.6,138.6361,37.7626,92.5,18.3,104,21.3,2,0,2,0, spo,-1,-1,-1,1.208,7.63,0.1584,
2023/08/25, 18:55:30,60181.78855,152.003,12.804,0,58.966,0,53.357,0,93.208,0,0.0107,0,0.914,0,0.9902,0,216.1776,0,152.003,95.9646,0,-1.9,0.317,137.7399,34.4567,107.5,137.7775,34.3849,91.1,18.5,45,88.1,4,0,4,0, spo,-1,-1,-1,1.135,7.93,0.1431,
2023/08/25, 18:59:18,60181.79119,152.0056,11.773,0,54.995,0,53.318,0,14.292,0,0.07,0,0.853,0,0.9403,0,227.259,0,152.0056,97.5631,0,-3.1,0.334,136.2242,38.4078,96.9,136.269,38.3564,80,18.4,50,63.9,2,0,2,0, spo,-1,-1,-1,1.08,7.57,0.1426,
2023/08/25, 19:00:22,60181.79193,152.0063,54.416,0,-3.443,0,65.219,0,7.48,0,0.1337,0,0.919,0,0.8771,0,36.2746,0,332.006,140.4411,0,-2,0.267,140.5437,36.735,111.5,140.4918,36.8334,98.2,18,89,52.6,2,0,2,0, spo,-1,-1,-1,1.353,7.72,0.1753,
2023/08/25, 19:00:59,60181.79235,152.0067,50.74,0,15.674,0,72.359,0,-5.564,0,-0.1797,0,0.935,0,1.168,0,30.5972,0,332.0043,175.1885,0,-1.5,0.067,139.925,33.7215,93.1,139.9155,33.733,89,4.4,109,4.8,2,0,2,0, spo,-1,-1,-1,1.072,7.98,0.1342,
2023/08/25, 19:03:38,60181.7942,152.0085,45.574,0,8.644,0,64.381,0,2.685,0,0.3725,0,0.724,0,0.7302,0,70.8147,0,332.0078,163.8037,0,-1.9,0.15,139.9712,36.4652,97.4,139.9593,36.5064,88.5,10.1,47,88.6,4,0,4,0, spo,-1,-1,-1,1.134,7.75,0.1464,
2023/08/25, 19:03:55,60181.79439,152.0086,337.35,0,-1.641,0,26.669,0,2.686,0,0.3723,0,0.448,0,0.8331,0,282.976,0,152.0071,7.2737,0,1.6,1.167,137.6217,35.6744,91.5,137.9273,35.7654,76.9,33.2,230,2.7,2,0,2,0, spo,-1,-1,-1,2.25,7.81,0.288,
2023/08/25, 19:06:43,60181.79634,152.0105,353.734,0,28.292,0,46,0,8.963,0,0.1116,0,0.302,0,0.9663,0,295.2676,0,152.0105,73.4043,0,-0.2,0.284,140.2539,36.4538,100.1,140.3476,36.4505,89.7,13.5,50,56.9,2,0,2,0, spo,-1,-1,-1,1.285,7.75,0.1657,
2023/08/25, 19:07:06,60181.7966,152.0108,74.624,0,63.919,0,56.502,0,10.938,0,0.0914,0,0.894,0,0.9182,0,139.4147,0,152.0108,106.3464,0,-2.7,0.25,142.6003,37.8211,104,142.5625,37.7597,91.7,14.5,22,6.8,2,0,2,0, spo,-1,-1,-1,1.181,7.63,0.1548,
2023/08/25, 19:08:20,60181.79746,152.0116,55.493,0,-7.02,0,63.853,0,7.053,0,0.1418,0,0.929,0,0.8683,0,34.2935,0,332.0114,133.9884,0,-0.8,0.2,137.7581,34.7468,105.8,137.7166,34.8213,96.3,13.2,103,38.4,4,0,4,0, spo,-1,-1,-1,1.401,7.89,0.1775,
2023/08/25, 19:08:20,60181.79746,152.0116,57.003,0,-5.067,0,58.718,0,1.618,0,0.6179,0,0.912,0,0.4366,0,47.3644,0,332.0114,133.9725,0,-1.2,0.183,137.7718,34.7595,104.9,137.7359,34.8158,97.2,10.5,22,30.8,2,0,2,0, spo,-1,-1,-1,1.371,7.89,0.1737,
2023/08/25, 19:08:32,60181.7976,152.0117,60.885,0,0.912,0,62.84,0,2.102,0,0.4758,0,0.997,0,0.5257,0,16.2872,0,332.0114,144.8609,0,-1.1,0.083,139.5584,36.171,95.5,139.5328,36.2025,90.4,6.6,20,12.9,3,0,3,0, spo,-1,-1,-1,1.304,7.77,0.1677,
2023/08/25, 19:11:23,60181.79957,152.0136,75.696,0,63.106,0,55.223,0,4.576,0,0.2185,0,0.873,0,0.8092,0,134.07,0,152.0137,106.2247,0,-0.6,0.234,138.459,35.0347,106,138.4198,34.9723,94.9,13.6,42,45.5,6,0,6,0, spo,-1,-1,-1,1.23,7.88,0.1561,
2023/08/25, 19:11:30,60181.79966,152.0137,45.31,0,9.462,0,65.672,0,3.674,0,0.2722,0,0.744,0,0.7974,0,66.0806,0,332.0129,165.7103,0,-1.1,0.35,140.0751,35.0727,100.6,140.0588,35.1584,80.2,22.7,35,26.8,5,0,5,0, spo,-1,-1,-1,1.109,7.87,0.141,
2023/08/25, 19:11:49,60181.79988,152.0139,332.426,0,-1.497,0,18.408,0,1.559,0,0.6413,0,0.601,0,0.6147,0,273.7531,0,152.012,5.826,0,0.7,1.333,137.9554,36.4496,92,138.2332,36.5111,80.7,28.5,67,56.6,2,0,2,0, spo,-1,-1,-1,2.482,7.75,0.3204,
2023/08/25, 19:17:13,60181.80363,152.0175,80.152,0,55.031,0,61.663,0,-34.972,0,-0.0286,0,0.815,0,1.0233,0,128.0441,0,152.0177,120.7458,0,0.1,0.133,137.5195,35.7282,105.1,137.4853,35.6973,98,8.6,137,45,2,0,2,0, spo,-1,-1,-1,1.197,7.82,0.1531,
2023/08/25, 19:17:23,60181.80375,152.0177,90.068,0,48.377,0,60.712,0,10.535,0,0.0949,0,0.606,0,0.9425,0,100.0177,0,152.0178,126.7767,0,0.6,0.167,139.5827,36.803,105.8,139.5263,36.7725,97.4,10.4,18,36.8,2,0,2,0, spo,-1,-1,-1,1.241,7.72,0.1607,
2023/08/25, 19:21:16,60181.80644,152.0202,47.692,0,2.715,0,81.414,0,-0.686,0,-1.4586,0,0.893,0,2.3023,0,33.6339,0,332.0198,156.2448,0,-0.3,0.167,140.1891,34.4195,107.7,140.1797,34.4836,95.8,13.9,45,14.5,2,0,2,0, spo,-1,-1,-1,1.175,7.92,0.1483,
2023/08/25, 19:25:19,60181.80925,152.023,73.542,0,71.427,0,52.529,0,13.688,0,0.0731,0,0.927,0,0.9323,0,145.9221,0,152.023,94.7381,0,-1.4,0.234,139.6931,37.9959,107.2,139.67,37.93,96.8,13,11,80,3,0,3,0, spo,-1,-1,-1,1.242,7.61,0.1631,
2023/08/26, 16:23:27,60182.68295,152.8656,347.947,0,42.26,0,42.415,0,5.11,0,0.1957,0,0.575,0,0.8874,0,265.2022,0,152.8656,69.5772,0,0.3,0.1,136.2723,34.6572,89,136.2772,34.6517,84.6,4.4,41,46.6,2,0,2,0, spo,-1,-1,-1,1.015,7.95,0.1276,
2023/08/26, 17:25:06,60182.72577,152.9069,66.112,0,65.262,0,69.458,0,-0.873,0,-1.1457,0,0.974,0,2.1159,0,161.1909,0,152.907,112.8604,0,-0.7,0.434,137.384,36.1347,114.8,137.2799,35.9881,93.8,28.3,62,12.5,2,0,2,0, spo,-1,-1,-1,1.353,7.84,0.1726,
2023/08/26, 17:30:09,60182.72928,152.9103,61.167,0,49.09,0,63.465,0,5.713,0,0.175,0,0.988,0,0.827,0,162.0013,0,152.9105,131.7918,0,0.4,0.25,137.428,35.8779,108.4,137.3381,35.8245,94.4,17.3,111,13.2,2,0,2,0, spo,-1,-1,-1,1.241,7.85,0.158,
2023/08/26, 17:33:13,60182.73141,152.9124,35.349,0,-4.351,0,61.718,0,51.622,0,0.0194,0,0.448,0,0.9913,0,96.837,0,332.9122,138.4459,0,-0.9,0.484,137.1709,35.4586,111.2,137.0556,35.6207,89.2,30.5,101,61,4,0,4,0, spo,-1,-1,-1,1.387,7.87,0.1762,
2023/08/26, 17:34:26,60182.73225,152.9132,9.729,0,40.05,0,54.344,0,10.948,0,0.0913,0,0.538,0,0.9509,0,267.6865,0,152.9132,104.0572,0,-0.6,0.45,137.1807,35.5961,111,137.1996,35.5778,86.2,25,98,71.1,3,0,3,0, spo,-1,-1,-1,1.005,7.87,0.1277,
2023/08/26, 18:33:02,60182.77294,152.9524,41,0,19.711,0,69.793,0,-8.428,0,-0.1187,0,0.751,0,1.0891,0,239.5014,0,152.954,173.0727,0,-0.4,0.234,136.8117,34.8235,110.6,136.7771,34.8611,94.3,17.2,95,27,2,0,2,0, spo,-1,-1,-1,1.053,7.93,0.1327,
2023/08/26, 18:50:46,60182.78527,152.9643,19.463,0,32.801,0,58.472,0,6.473,0,0.1545,0,0.46,0,0.9289,0,277.5149,0,152.9645,125.7086,0,-1.3,0.25,136.7701,34.6097,103,136.8031,34.6113,88.4,14.9,106,85.8,2,0,2,0, spo,-1,-1,-1,1.021,7.95,0.1284,
2023/08/26, 18:57:46,60182.79013,152.969,55.677,0,15.317,0,62.469,0,1.407,0,0.7106,0,0.923,0,0.3444,0,48.7043,0,332.9677,171.8551,0,-0.1,0.083,137.1254,35.488,96.2,137.1062,35.503,91.3,5.5,133,19.2,2,0,2,0, spo,-1,-1,-1,1.12,7.88,0.1421,
2023/08/26, 19:04:59,60182.79513,152.9738,96.409,0,46.257,0,53.428,0,1.717,0,0.5823,0,0.379,0,0.7794,0,64.7148,0,152.974,120.6742,0,-0.1,0.267,137.0516,34.6042,105.6,136.9634,34.5563,95.6,14,87,44.1,2,0,2,0, spo,-1,-1,-1,1.411,7.96,0.1773,
2023/08/27, 16:31:36,60183.68862,153.8359,8.098,0,40.413,0,54.452,0,-125.795,0,-0.0079,0,0.54,0,1.0043,0,265.9361,0,153.836,101.3686,0,-3.3,0.267,136.7226,37.0016,110.7,136.7043,36.9927,95.6,15.1,49,25.4,2,0,2,0, spo,-1,-1,-1,1.009,7.8,0.1294,
2023/08/27, 17:24:07,60183.72509,153.8711,93.868,0,11.238,0,60.607,0,3.395,0,0.2946,0,0.391,0,0.885,0,252.1404,0,333.8708,149.7235,0,-1.8,0.284,138.1993,36.4391,98.5,138.0054,36.4315,93.5,18.4,12,28.6,2,0,2,0, spo,-1,-1,-1,3.663,7.84,0.467,
2023/08/27, 19:12:32,60183.80038,153.9438,32.864,0,17.623,0,64.966,0,24.612,0,0.0406,0,0.471,0,0.9808,0,274.4218,0,153.9448,170.5394,0,-2.7,0.2,139.002,36.3078,104,139.0258,36.3449,91.3,13.6,10,2.8,2,0,2,0, spo,-1,-1,-1,1.065,7.85,0.1357,
2023/08/27, 19:23:35,60183.80805,153.9512,49.282,0,7.38,0,38.43,0,0.571,0,1.7512,0,0.059,0,0.896,0,172.6107,0,333.951,135.2797,0,3.4,0.117,136.3515,34.6413,75.9,136.3424,34.6701,69.4,7.3,102,48.6,2,0,2,0, spo,-1,-1,-1,1.126,7.99,0.141,
2023/08/27, 19:26:35,60183.81013,153.9532,23.473,0,50.438,0,53.302,0,2.448,0,0.4086,0,0.785,0,0.6792,0,243.3363,0,153.9532,107.2533,0,-0.7,0.35,137.1346,35.5956,107.7,137.1814,35.5467,89.5,19.5,64,65.1,3,0,3,0, spo,-1,-1,-1,1.069,7.92,0.135,
